chrom,start,end,cm/mb,recombinants,Number_individuals,,,,
chrXR,6234163,6554236,3.370152292,12,468,FALSE,TRUE,4267148,5244985
chrXR,6234163,6554236,1.607233607,6,484,FALSE,TRUE,4267148,5244985
chrXR,6234163,6554236,1.274034275,4,406,FALSE,TRUE,4267148,5244985
chrXR,6234163,6554236,2.426239781,9,484,FALSE,TRUE,4267148,5244985
chrXR,6234163,6554236,2.165723969,8,481,FALSE,TRUE,4267148,5244985
chrXR,6234163,6554236,1.948527659,7,467,FALSE,TRUE,4267148,5244985
chrXR,6234163,6554236,1.38798086,4,373,FALSE,TRUE,4267148,5244985
chrXR,6234163,6554236,1.311892413,5,493,FALSE,TRUE,4267148,5244985
chrXR,6234163,6554236,2.520723637,10,518,FALSE,TRUE,4267148,5244985
chrXR,6234163,6554236,2.678972864,10,488,FALSE,TRUE,4267148,5244985
chrXR,6389189,6705433,1.62766673,6,478,FALSE,TRUE,4267148,5244985
chrXR,6389189,6705433,0.834123976,2,309,FALSE,TRUE,4267148,5244985
chrXR,6389189,6705433,1.397830849,5,463,FALSE,TRUE,4267148,5244985
chrXR,6389189,6705433,2.154658982,7,423,FALSE,TRUE,4267148,5244985
chrXR,6389189,6705433,1.836711086,7,495,FALSE,TRUE,4267148,5244985
chrXR,6389189,6705433,1.746056671,6,446,FALSE,TRUE,4267148,5244985
chrXR,6389189,6705433,1.555172252,6,500,FALSE,TRUE,4267148,5244985
chrXR,6389189,6705433,3.370152292,12,468,FALSE,TRUE,4267148,5244985
chrXR,6389189,6705433,1.607233607,6,484,FALSE,TRUE,4267148,5244985
chrXR,6389189,6705433,1.274034275,4,406,FALSE,TRUE,4267148,5244985
chrXR,6389189,6705433,2.426239781,9,484,FALSE,TRUE,4267148,5244985
chrXR,6389189,6705433,2.165723969,8,481,FALSE,TRUE,4267148,5244985
chrXR,6389189,6705433,1.948527659,7,467,FALSE,TRUE,4267148,5244985
chrXR,6389189,6705433,1.38798086,4,373,FALSE,TRUE,4267148,5244985
chrXR,6389189,6705433,1.311892413,5,493,FALSE,TRUE,4267148,5244985
chrXR,6389189,6705433,2.520723637,10,518,FALSE,TRUE,4267148,5244985
chrXR,6389189,6705433,2.678972864,10,488,FALSE,TRUE,4267148,5244985
chrXR,6554236,6715230,1.62766673,6,478,FALSE,TRUE,4267148,5244985
chrXR,6554236,6715230,0.834123976,2,309,FALSE,TRUE,4267148,5244985
chrXR,6554236,6715230,1.397830849,5,463,FALSE,TRUE,4267148,5244985
chrXR,6554236,6715230,2.154658982,7,423,FALSE,TRUE,4267148,5244985
chrXR,6554236,6715230,1.836711086,7,495,FALSE,TRUE,4267148,5244985
chrXR,6554236,6715230,1.746056671,6,446,FALSE,TRUE,4267148,5244985
chrXR,6554236,6715230,1.555172252,6,500,FALSE,TRUE,4267148,5244985
chrXR,6554236,6715230,3.370152292,12,468,FALSE,TRUE,4267148,5244985
chrXR,6554236,6715230,1.607233607,6,484,FALSE,TRUE,4267148,5244985
chrXR,6554236,6715230,1.274034275,4,406,FALSE,TRUE,4267148,5244985
chrXR,6554236,6715230,2.426239781,9,484,FALSE,TRUE,4267148,5244985
chrXR,6554236,6715230,2.165723969,8,481,FALSE,TRUE,4267148,5244985
chrXR,6554236,6715230,1.948527659,7,467,FALSE,TRUE,4267148,5244985
chrXR,6554236,6715230,1.38798086,4,373,FALSE,TRUE,4267148,5244985
chrXR,6554236,6715230,1.311892413,5,493,FALSE,TRUE,4267148,5244985
chrXR,6554236,6715230,2.520723637,10,518,FALSE,TRUE,4267148,5244985
chrXR,6554236,6715230,2.678972864,10,488,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,5.56661851,9,454,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,5.714333105,6,295,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,5.62989309,9,449,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,3.397713713,5,410,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,2.984941645,5,466,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,5.940508718,9,426,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,1.173571412,2,471,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,3.192728242,5,436,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,6.157645464,10,457,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,2.91228678,4,382,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,4.243520862,7,461,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,3.653322925,6,458,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,2.584121277,4,430,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,357,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,2.327335209,4,477,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,1.100809182,2,502,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,2.991431159,5,465,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,470,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,304,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,458,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,413,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,487,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,431,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,491,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,462,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,475,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,394,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,477,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,479,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,467,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,367,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,483,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,499,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,472,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,470,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,304,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,458,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,413,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,487,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,431,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,491,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,462,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,475,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,394,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,477,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,479,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,467,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,367,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,483,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,499,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,472,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,470,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,304,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,458,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,413,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,487,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,431,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,491,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,462,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,475,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,394,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,477,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,479,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,467,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,367,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,483,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,499,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,472,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,470,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,304,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,458,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,413,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,487,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,431,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,491,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,462,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,475,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,394,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,477,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,479,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,467,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,367,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,483,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,499,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,472,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,470,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,304,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,458,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,413,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,487,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,431,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,491,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,462,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,475,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,394,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,477,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,479,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,467,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,367,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,483,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,499,FALSE,TRUE,4267148,5244985
chrXR,7534668,7693962,0,0,472,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,470,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,304,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,458,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,413,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,487,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,431,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,491,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,462,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,475,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,394,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,477,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,479,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,467,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,367,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,483,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,499,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,472,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,470,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,304,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,458,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,413,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,487,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,431,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,491,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,462,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,475,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,394,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,477,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,479,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,467,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,367,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,483,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,499,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,472,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,470,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,304,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,458,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,413,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,487,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,431,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,491,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,462,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,475,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,394,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,477,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,479,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,467,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,367,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,483,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,499,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,472,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,470,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,304,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,458,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,413,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,487,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,431,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,491,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,462,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,475,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,394,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,477,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,479,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,467,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,367,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,483,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,499,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,0,0,472,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,470,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,304,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,458,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,413,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,487,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,431,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,491,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,462,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,475,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,394,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,477,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,479,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,467,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,367,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,483,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,499,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,0,0,472,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,470,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,304,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,458,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,413,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,487,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,431,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,491,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,462,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,475,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,394,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,477,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,479,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,467,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,367,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,483,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,499,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,0,0,472,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,0,0,470,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,0,0,304,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,0,0,458,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,0,0,413,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,0,0,487,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,0,0,431,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,0,0,491,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,0,0,462,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,0,0,475,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,0,0,394,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,0,0,477,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,0,0,479,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,0,0,467,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,0,0,367,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,0,0,483,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,0,0,499,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,0,0,472,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,3.808355544,27,474,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,4.349849133,20,310,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,2.192510399,15,446,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,2.644852122,17,422,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,2.658653995,20,494,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,6.255413913,40,444,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,3.873964289,29,501,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,3.407250192,24,468,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,3.586564259,26,483,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,5.08949526,30,402,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,3.684420506,27,489,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,3.932129837,28,477,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,4.13763629,29,471,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,3.298094776,18,362,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,2.962438022,22,490,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,4.609559979,35,514,FALSE,TRUE,4267148,5244985
chrXR,7693962,7842809,4.130763112,30,488,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,3.808355544,27,474,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,4.349849133,20,310,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,2.192510399,15,446,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,2.644852122,17,422,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,2.658653995,20,494,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,6.255413913,40,444,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,3.873964289,29,501,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,3.407250192,24,468,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,3.586564259,26,483,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,5.08949526,30,402,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,3.684420506,27,489,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,3.932129837,28,477,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,4.13763629,29,471,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,3.298094776,18,362,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,2.962438022,22,490,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,4.609559979,35,514,FALSE,TRUE,4267148,5244985
chrXR,7842809,7997044,4.130763112,30,488,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,3.808355544,27,474,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,4.349849133,20,310,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,2.192510399,15,446,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,2.644852122,17,422,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,2.658653995,20,494,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,6.255413913,40,444,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,3.873964289,29,501,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,3.407250192,24,468,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,3.586564259,26,483,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,5.08949526,30,402,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,3.684420506,27,489,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,3.932129837,28,477,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,4.13763629,29,471,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,3.298094776,18,362,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,2.962438022,22,490,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,4.609559979,35,514,FALSE,TRUE,4267148,5244985
chrXR,7997044,8172089,4.130763112,30,488,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,3.808355544,27,474,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,4.349849133,20,310,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,2.192510399,15,446,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,2.644852122,17,422,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,2.658653995,20,494,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,6.255413913,40,444,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,3.873964289,29,501,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,3.407250192,24,468,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,3.586564259,26,483,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,5.08949526,30,402,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,3.684420506,27,489,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,3.932129837,28,477,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,4.13763629,29,471,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,3.298094776,18,362,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,2.962438022,22,490,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,4.609559979,35,514,FALSE,TRUE,4267148,5244985
chrXR,8172089,8491763,4.130763112,30,488,FALSE,TRUE,4267148,5244985
chrXR,8962192,9119436,3.808355544,27,474,FALSE,TRUE,4267148,5244985
chrXR,8962192,9119436,4.349849133,20,310,FALSE,TRUE,4267148,5244985
chrXR,8962192,9119436,2.192510399,15,446,FALSE,TRUE,4267148,5244985
chrXR,8962192,9119436,2.644852122,17,422,FALSE,TRUE,4267148,5244985
chrXR,8962192,9119436,2.658653995,20,494,FALSE,TRUE,4267148,5244985
chrXR,8962192,9119436,6.255413913,40,444,FALSE,TRUE,4267148,5244985
chrXR,8962192,9119436,3.873964289,29,501,FALSE,TRUE,4267148,5244985
chrXR,8962192,9119436,3.407250192,24,468,FALSE,TRUE,4267148,5244985
chrXR,8962192,9119436,3.586564259,26,483,FALSE,TRUE,4267148,5244985
chrXR,8962192,9119436,5.08949526,30,402,FALSE,TRUE,4267148,5244985
chrXR,8962192,9119436,3.684420506,27,489,FALSE,TRUE,4267148,5244985
chrXR,8962192,9119436,3.932129837,28,477,FALSE,TRUE,4267148,5244985
chrXR,8962192,9119436,4.13763629,29,471,FALSE,TRUE,4267148,5244985
chrXR,8962192,9119436,3.298094776,18,362,FALSE,TRUE,4267148,5244985
chrXR,8962192,9119436,2.962438022,22,490,FALSE,TRUE,4267148,5244985
chrXR,8962192,9119436,4.609559979,35,514,FALSE,TRUE,4267148,5244985
chrXR,8962192,9119436,4.130763112,30,488,FALSE,TRUE,4267148,5244985
chrXR,9738004,9882967,2.385607875,2,479,FALSE,TRUE,4267148,5244985
chrXR,9738004,9882967,1.817783002,1,314,FALSE,TRUE,4267148,5244985
chrXR,9738004,9882967,3.655066193,3,470,FALSE,TRUE,4267148,5244985
chrXR,9738004,9882967,5.342543341,4,430,FALSE,TRUE,4267148,5244985
chrXR,9738004,9882967,3.441357352,3,499,FALSE,TRUE,4267148,5244985
chrXR,9738004,9882967,9.031935478,7,448,FALSE,TRUE,4267148,5244985
chrXR,9738004,9882967,3.41382583,3,503,FALSE,TRUE,4267148,5244985
chrXR,9738004,9882967,4.873473734,4,471,FALSE,TRUE,4267148,5244985
chrXR,9738004,9882967,5.914601233,5,486,FALSE,TRUE,4267148,5244985
chrXR,9738004,9882967,7.041995002,5,409,FALSE,TRUE,4267148,5244985
